"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"BEL","Belgium","M","Men","45_49","45 to 49","2023","2023",369486,,
"BEL","Belgium","M","Men","45_49","45 to 49","2024","2024",370132,,
"BEL","Belgium","M","Men","45_49","45 to 49","2025","2025",373553,,
"BEL","Belgium","M","Men","45_49","45 to 49","2026","2026",377552,,
"BEL","Belgium","M","Men","45_49","45 to 49","2027","2027",379981,,
"BEL","Belgium","M","Men","45_49","45 to 49","2028","2028",380444,,
"BEL","Belgium","M","Men","45_49","45 to 49","2029","2029",379007,,
"BEL","Belgium","M","Men","45_49","45 to 49","2030","2030",376327,,
"BEL","Belgium","T","Total","45_49","45 to 49","2021","2021",745542,,
"BEL","Belgium","T","Total","45_49","45 to 49","2022","2022",736510,,
"BEL","Belgium","T","Total","45_49","45 to 49","2023","2023",733507,,
"BEL","Belgium","T","Total","45_49","45 to 49","2024","2024",736231,,
"BEL","Belgium","T","Total","45_49","45 to 49","2025","2025",744495,,
"BEL","Belgium","T","Total","45_49","45 to 49","2026","2026",754004,,
"BEL","Belgium","T","Total","45_49","45 to 49","2027","2027",759866,,
"BEL","Belgium","T","Total","45_49","45 to 49","2028","2028",761591,,
"BEL","Belgium","T","Total","45_49","45 to 49","2029","2029",760017,,
"BEL","Belgium","T","Total","45_49","45 to 49","2030","2030",755851,,
"CAN","Canada","W","Women","45_49","45 to 49","2021","2021",1204100,,
"CAN","Canada","W","Women","45_49","45 to 49","2022","2022",1214400,,
"CAN","Canada","W","Women","45_49","45 to 49","2023","2023",1229100,,
"CAN","Canada","W","Women","45_49","45 to 49","2024","2024",1248100,,
"CAN","Canada","W","Women","45_49","45 to 49","2025","2025",1268900,,
"CAN","Canada","W","Women","45_49","45 to 49","2026","2026",1292000,,
"CAN","Canada","W","Women","45_49","45 to 49","2027","2027",1316000,,
"CAN","Canada","W","Women","45_49","45 to 49","2028","2028",1341400,,
"CAN","Canada","W","Women","45_49","45 to 49","2029","2029",1363500,,
"CAN","Canada","W","Women","45_49","45 to 49","2030","2030",1381500,,
"CAN","Canada","M","Men","45_49","45 to 49","2021","2021",1180200,,
"CAN","Canada","M","Men","45_49","45 to 49","2022","2022",1186700,,
"CAN","Canada","M","Men","45_49","45 to 49","2023","2023",1199300,,
"CAN","Canada","M","Men","45_49","45 to 49","2024","2024",1217000,,
"CAN","Canada","M","Men","45_49","45 to 49","2025","2025",1237400,,
"CAN","Canada","M","Men","45_49","45 to 49","2026","2026",1261900,,
"CAN","Canada","M","Men","45_49","45 to 49","2027","2027",1288100,,
"CAN","Canada","M","Men","45_49","45 to 49","2028","2028",1316400,,
"CAN","Canada","M","Men","45_49","45 to 49","2029","2029",1344700,,
"CAN","Canada","M","Men","45_49","45 to 49","2030","2030",1368700,,
"CAN","Canada","T","Total","45_49","45 to 49","2021","2021",2384300,,
"CAN","Canada","T","Total","45_49","45 to 49","2022","2022",2401100,,
"CAN","Canada","T","Total","45_49","45 to 49","2023","2023",2428300,,
"CAN","Canada","T","Total","45_49","45 to 49","2024","2024",2465100,,
"CAN","Canada","T","Total","45_49","45 to 49","2025","2025",2506300,,
"CAN","Canada","T","Total","45_49","45 to 49","2026","2026",2553800,,
"CAN","Canada","T","Total","45_49","45 to 49","2027","2027",2604100,,
"CAN","Canada","T","Total","45_49","45 to 49","2028","2028",2657800,,
"CAN","Canada","T","Total","45_49","45 to 49","2029","2029",2708200,,
"CAN","Canada","T","Total","45_49","45 to 49","2030","2030",2750100,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2021","2021",435373,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2022","2022",447708,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2023","2023",452312,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2024","2024",447969,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2025","2025",435547,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2026","2026",418861,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2027","2027",402516,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2028","2028",387142,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2029","2029",373092,,
"CZE","Czech Republic","W","Women","45_49","45 to 49","2030","2030",364431,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2021","2021",460864,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2022","2022",474519,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2023","2023",479431,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2024","2024",475294,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2025","2025",463958,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2026","2026",447996,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2027","2027",431641,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2028","2028",416419,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2029","2029",402573,,
"CZE","Czech Republic","M","Men","45_49","45 to 49","2030","2030",393798,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2021","2021",896237,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2022","2022",922227,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2023","2023",931743,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2024","2024",923263,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2025","2025",899505,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2026","2026",866857,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2027","2027",834157,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2028","2028",803561,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2029","2029",775665,,
"CZE","Czech Republic","T","Total","45_49","45 to 49","2030","2030",758229,,
"DNK","Denmark","W","Women","45_49","45 to 49","2021","2021",196364,,
"DNK","Denmark","W","Women","45_49","45 to 49","2022","2022",192425,,
"DNK","Denmark","W","Women","45_49","45 to 49","2023","2023",188282,,
"DNK","Denmark","W","Women","45_49","45 to 49","2024","2024",184492,,
"DNK","Denmark","W","Women","45_49","45 to 49","2025","2025",179443,,
"DNK","Denmark","W","Women","45_49","45 to 49","2026","2026",174473,,
"DNK","Denmark","W","Women","45_49","45 to 49","2027","2027",170682,,
"DNK","Denmark","W","Women","45_49","45 to 49","2028","2028",166944,,
"DNK","Denmark","W","Women","45_49","45 to 49","2029","2029",163496,,
"DNK","Denmark","W","Women","45_49","45 to 49","2030","2030",161680,,
"DNK","Denmark","M","Men","45_49","45 to 49","2021","2021",195548,,
"DNK","Denmark","M","Men","45_49","45 to 49","2022","2022",191259,,
"DNK","Denmark","M","Men","45_49","45 to 49","2023","2023",187040,,
"DNK","Denmark","M","Men","45_49","45 to 49","2024","2024",183210,,
"DNK","Denmark","M","Men","45_49","45 to 49","2025","2025",178252,,
"DNK","Denmark","M","Men","45_49","45 to 49","2026","2026",173025,,
"DNK","Denmark","M","Men","45_49","45 to 49","2027","2027",169081,,
"DNK","Denmark","M","Men","45_49","45 to 49","2028","2028",165559,,
"DNK","Denmark","M","Men","45_49","45 to 49","2029","2029",162414,,
"DNK","Denmark","M","Men","45_49","45 to 49","2030","2030",161083,,
"DNK","Denmark","T","Total","45_49","45 to 49","2021","2021",391912,,
"DNK","Denmark","T","Total","45_49","45 to 49","2022","2022",383684,,
"DNK","Denmark","T","Total","45_49","45 to 49","2023","2023",375322,,
"DNK","Denmark","T","Total","45_49","45 to 49","2024","2024",367702,,
"DNK","Denmark","T","Total","45_49","45 to 49","2025","2025",357695,,
"DNK","Denmark","T","Total","45_49","45 to 49","2026","2026",347498,,
"DNK","Denmark","T","Total","45_49","45 to 49","2027","2027",339763,,
"DNK","Denmark","T","Total","45_49","45 to 49","2028","2028",332503,,
"DNK","Denmark","T","Total","45_49","45 to 49","2029","2029",325910,,
"DNK","Denmark","T","Total","45_49","45 to 49","2030","2030",322763,,
"FIN","Finland","W","Women","45_49","45 to 49","2021","2021",156765,,
"FIN","Finland","W","Women","45_49","45 to 49","2022","2022",160261,,
"FIN","Finland","W","Women","45_49","45 to 49","2023","2023",164654,,
"FIN","Finland","W","Women","45_49","45 to 49","2024","2024",167877,,
"FIN","Finland","W","Women","45_49","45 to 49","2025","2025",169157,,
"FIN","Finland","W","Women","45_49","45 to 49","2026","2026",169725,,
"FIN","Finland","W","Women","45_49","45 to 49","2027","2027",170646,,
"FIN","Finland","W","Women","45_49","45 to 49","2028","2028",172715,,
"FIN","Finland","W","Women","45_49","45 to 49","2029","2029",174987,,
"FIN","Finland","W","Women","45_49","45 to 49","2030","2030",176388,,
"FIN","Finland","M","Men","45_49","45 to 49","2021","2021",164134,,
"FIN","Finland","M","Men","45_49","45 to 49","2022","2022",168181,,
"FIN","Finland","M","Men","45_49","45 to 49","2023","2023",172747,,
"FIN","Finland","M","Men","45_49","45 to 49","2024","2024",176275,,
"FIN","Finland","M","Men","45_49","45 to 49","2025","2025",177736,,
"FIN","Finland","M","Men","45_49","45 to 49","2026","2026",178346,,
"FIN","Finland","M","Men","45_49","45 to 49","2027","2027",179811,,
"FIN","Finland","M","Men","45_49","45 to 49","2028","2028",182497,,
"FIN","Finland","M","Men","45_49","45 to 49","2029","2029",185201,,
"FIN","Finland","M","Men","45_49","45 to 49","2030","2030",187051,,
"FIN","Finland","T","Total","45_49","45 to 49","2021","2021",320899,,
"FIN","Finland","T","Total","45_49","45 to 49","2022","2022",328442,,
"FIN","Finland","T","Total","45_49","45 to 49","2023","2023",337401,,
"FIN","Finland","T","Total","45_49","45 to 49","2024","2024",344152,,
"FIN","Finland","T","Total","45_49","45 to 49","2025","2025",346893,,
"FIN","Finland","T","Total","45_49","45 to 49","2026","2026",348071,,
"FIN","Finland","T","Total","45_49","45 to 49","2027","2027",350457,,
"FIN","Finland","T","Total","45_49","45 to 49","2028","2028",355212,,
"FIN","Finland","T","Total","45_49","45 to 49","2029","2029",360188,,
"FIN","Finland","T","Total","45_49","45 to 49","2030","2030",363439,,
"FRA","France","W","Women","45_49","45 to 49","2021","2021",2216792,,
"FRA","France","W","Women","45_49","45 to 49","2022","2022",2161424,,
"FRA","France","W","Women","45_49","45 to 49","2023","2023",2114574,,
"FRA","France","W","Women","45_49","45 to 49","2024","2024",2090520,,
"FRA","France","W","Women","45_49","45 to 49","2025","2025",2106330,,
"FRA","France","W","Women","45_49","45 to 49","2026","2026",2147640,,
"FRA","France","W","Women","45_49","45 to 49","2027","2027",2186506,,
"FRA","France","W","Women","45_49","45 to 49","2028","2028",2208074,,
"FRA","France","W","Women","45_49","45 to 49","2029","2029",2215390,,
"FRA","France","W","Women","45_49","45 to 49","2030","2030",2210972,,
"FRA","France","M","Men","45_49","45 to 49","2021","2021",2158098,,
"FRA","France","M","Men","45_49","45 to 49","2022","2022",2096988,,
"FRA","France","M","Men","45_49","45 to 49","2023","2023",2045702,,
"FRA","France","M","Men","45_49","45 to 49","2024","2024",2012369,,
"FRA","France","M","Men","45_49","45 to 49","2025","2025",2015493,,
"FRA","France","M","Men","45_49","45 to 49","2026","2026",2044959,,
"FRA","France","M","Men","45_49","45 to 49","2027","2027",2070166,,
"FRA","France","M","Men","45_49","45 to 49","2028","2028",2077679,,
"FRA","France","M","Men","45_49","45 to 49","2029","2029",2075800,,
"FRA","France","M","Men","45_49","45 to 49","2030","2030",2064217,,
"FRA","France","T","Total","45_49","45 to 49","2021","2021",4374890,,
"FRA","France","T","Total","45_49","45 to 49","2022","2022",4258412,,
"FRA","France","T","Total","45_49","45 to 49","2023","2023",4160276,,
"FRA","France","T","Total","45_49","45 to 49","2024","2024",4102889,,
"FRA","France","T","Total","45_49","45 to 49","2025","2025",4121823,,
"FRA","France","T","Total","45_49","45 to 49","2026","2026",4192599,,
"FRA","France","T","Total","45_49","45 to 49","2027","2027",4256672,,
"FRA","France","T","Total","45_49","45 to 49","2028","2028",4285753,,
"FRA","France","T","Total","45_49","45 to 49","2029","2029",4291190,,
"FRA","France","T","Total","45_49","45 to 49","2030","2030",4275189,,
"DEU","Germany","W","Women","45_49","45 to 49","2021","2021",2470711,,
"DEU","Germany","W","Women","45_49","45 to 49","2022","2022",2421067,,
"DEU","Germany","W","Women","45_49","45 to 49","2023","2023",2420918,,
"DEU","Germany","W","Women","45_49","45 to 49","2024","2024",2446550,,
"DEU","Germany","W","Women","45_49","45 to 49","2025","2025",2492584,,
"DEU","Germany","W","Women","45_49","45 to 49","2026","2026",2545684,,
"DEU","Germany","W","Women","45_49","45 to 49","2027","2027",2587054,,
"DEU","Germany","W","Women","45_49","45 to 49","2028","2028",2617342,,
"DEU","Germany","W","Women","45_49","45 to 49","2029","2029",2635698,,
"DEU","Germany","W","Women","45_49","45 to 49","2030","2030",2639524,,
"DEU","Germany","M","Men","45_49","45 to 49","2021","2021",2489200,,
"DEU","Germany","M","Men","45_49","45 to 49","2022","2022",2435366,,
"DEU","Germany","M","Men","45_49","45 to 49","2023","2023",2434083,,
"DEU","Germany","M","Men","45_49","45 to 49","2024","2024",2458111,,
"DEU","Germany","M","Men","45_49","45 to 49","2025","2025",2499660,,
"DEU","Germany","M","Men","45_49","45 to 49","2026","2026",2548329,,
"DEU","Germany","M","Men","45_49","45 to 49","2027","2027",2588149,,
"DEU","Germany","M","Men","45_49","45 to 49","2028","2028",2619310,,
"DEU","Germany","M","Men","45_49","45 to 49","2029","2029",2641405,,
"DEU","Germany","M","Men","45_49","45 to 49","2030","2030",2651490,,
"DEU","Germany","T","Total","45_49","45 to 49","2021","2021",4959911,,
"DEU","Germany","T","Total","45_49","45 to 49","2022","2022",4856433,,
"DEU","Germany","T","Total","45_49","45 to 49","2023","2023",4855001,,
"DEU","Germany","T","Total","45_49","45 to 49","2024","2024",4904661,,
"DEU","Germany","T","Total","45_49","45 to 49","2025","2025",4992244,,
"DEU","Germany","T","Total","45_49","45 to 49","2026","2026",5094013,,
"DEU","Germany","T","Total","45_49","45 to 49","2027","2027",5175203,,
"DEU","Germany","T","Total","45_49","45 to 49","2028","2028",5236652,,
"DEU","Germany","T","Total","45_49","45 to 49","2029","2029",5277103,,
"DEU","Germany","T","Total","45_49","45 to 49","2030","2030",5291014,,
"GRC","Greece","W","Women","45_49","45 to 49","2021","2021",402462,,
"GRC","Greece","W","Women","45_49","45 to 49","2022","2022",399844,,
"GRC","Greece","W","Women","45_49","45 to 49","2023","2023",397916,,
"GRC","Greece","W","Women","45_49","45 to 49","2024","2024",396095,,
"GRC","Greece","W","Women","45_49","45 to 49","2025","2025",393528,,
"GRC","Greece","W","Women","45_49","45 to 49","2026","2026",389975,,
"GRC","Greece","W","Women","45_49","45 to 49","2027","2027",384791,,
"GRC","Greece","W","Women","45_49","45 to 49","2028","2028",377048,,
"GRC","Greece","W","Women","45_49","45 to 49","2029","2029",364801,,
"GRC","Greece","W","Women","45_49","45 to 49","2030","2030",348847,,
"GRC","Greece","M","Men","45_49","45 to 49","2021","2021",388099,,
"GRC","Greece","M","Men","45_49","45 to 49","2022","2022",387908,,
"GRC","Greece","M","Men","45_49","45 to 49","2023","2023",388002,,
"GRC","Greece","M","Men","45_49","45 to 49","2024","2024",388433,,
"GRC","Greece","M","Men","45_49","45 to 49","2025","2025",388383,,
"GRC","Greece","M","Men","45_49","45 to 49","2026","2026",386390,,
"GRC","Greece","M","Men","45_49","45 to 49","2027","2027",382348,,
"GRC","Greece","M","Men","45_49","45 to 49","2028","2028",376475,,
"GRC","Greece","M","Men","45_49","45 to 49","2029","2029",366213,,
"GRC","Greece","M","Men","45_49","45 to 49","2030","2030",352129,,
"GRC","Greece","T","Total","45_49","45 to 49","2021","2021",790561,,
"GRC","Greece","T","Total","45_49","45 to 49","2022","2022",787752,,
"GRC","Greece","T","Total","45_49","45 to 49","2023","2023",785918,,
"GRC","Greece","T","Total","45_49","45 to 49","2024","2024",784528,,
"GRC","Greece","T","Total","45_49","45 to 49","2025","2025",781911,,
"GRC","Greece","T","Total","45_49","45 to 49","2026","2026",776365,,
"GRC","Greece","T","Total","45_49","45 to 49","2027","2027",767139,,
"GRC","Greece","T","Total","45_49","45 to 49","2028","2028",753523,,
"GRC","Greece","T","Total","45_49","45 to 49","2029","2029",731014,,
"GRC","Greece","T","Total","45_49","45 to 49","2030","2030",700976,,
"HUN","Hungary","W","Women","45_49","45 to 49","2021","2021",395744,,
"HUN","Hungary","W","Women","45_49","45 to 49","2022","2022",408491,,
"HUN","Hungary","W","Women","45_49","45 to 49","2023","2023",416829,,
"HUN","Hungary","W","Women","45_49","45 to 49","2024","2024",414864,,
"HUN","Hungary","W","Women","45_49","45 to 49","2025","2025",400982,,
"HUN","Hungary","W","Women","45_49","45 to 49","2026","2026",383533,,
"HUN","Hungary","W","Women","45_49","45 to 49","2027","2027",365594,,
"HUN","Hungary","W","Women","45_49","45 to 49","2028","2028",347366,,
"HUN","Hungary","W","Women","45_49","45 to 49","2029","2029",330804,,
"HUN","Hungary","W","Women","45_49","45 to 49","2030","2030",318401,,
"HUN","Hungary","M","Men","45_49","45 to 49","2021","2021",405375,,
"HUN","Hungary","M","Men","45_49","45 to 49","2022","2022",419439,,
"HUN","Hungary","M","Men","45_49","45 to 49","2023","2023",428561,,
"HUN","Hungary","M","Men","45_49","45 to 49","2024","2024",427224,,
"HUN","Hungary","M","Men","45_49","45 to 49","2025","2025",413469,,
"HUN","Hungary","M","Men","45_49","45 to 49","2026","2026",395453,,
"HUN","Hungary","M","Men","45_49","45 to 49","2027","2027",377858,,
"HUN","Hungary","M","Men","45_49","45 to 49","2028","2028",360617,,
"HUN","Hungary","M","Men","45_49","45 to 49","2029","2029",344669,,
"HUN","Hungary","M","Men","45_49","45 to 49","2030","2030",333884,,
"HUN","Hungary","T","Total","45_49","45 to 49","2021","2021",801119,,
"HUN","Hungary","T","Total","45_49","45 to 49","2022","2022",827930,,
"HUN","Hungary","T","Total","45_49","45 to 49","2023","2023",845390,,
"HUN","Hungary","T","Total","45_49","45 to 49","2024","2024",842088,,
"HUN","Hungary","T","Total","45_49","45 to 49","2025","2025",814451,,
"HUN","Hungary","T","Total","45_49","45 to 49","2026","2026",778986,,
"HUN","Hungary","T","Total","45_49","45 to 49","2027","2027",743452,,
"HUN","Hungary","T","Total","45_49","45 to 49","2028","2028",707983,,
"HUN","Hungary","T","Total","45_49","45 to 49","2029","2029",675473,,
"HUN","Hungary","T","Total","45_49","45 to 49","2030","2030",652285,,
"ISL","Iceland","W","Women","45_49","45 to 49","2021","2021",11295,,
"ISL","Iceland","W","Women","45_49","45 to 49","2022","2022",11318,,
"ISL","Iceland","W","Women","45_49","45 to 49","2023","2023",11269,,
"ISL","Iceland","W","Women","45_49","45 to 49","2024","2024",11465,,
"ISL","Iceland","W","Women","45_49","45 to 49","2025","2025",11778,,
"ISL","Iceland","W","Women","45_49","45 to 49","2026","2026",11962,,
"ISL","Iceland","W","Women","45_49","45 to 49","2027","2027",12077,,
"ISL","Iceland","W","Women","45_49","45 to 49","2028","2028",12207,,
"ISL","Iceland","W","Women","45_49","45 to 49","2029","2029",12230,,
"ISL","Iceland","W","Women","45_49","45 to 49","2030","2030",12131,,
"ISL","Iceland","M","Men","45_49","45 to 49","2021","2021",12324,,
"ISL","Iceland","M","Men","45_49","45 to 49","2022","2022",12391,,
"ISL","Iceland","M","Men","45_49","45 to 49","2023","2023",12362,,
"ISL","Iceland","M","Men","45_49","45 to 49","2024","2024",12569,,
"ISL","Iceland","M","Men","45_49","45 to 49","2025","2025",12936,,
"ISL","Iceland","M","Men","45_49","45 to 49","2026","2026",13216,,
"ISL","Iceland","M","Men","45_49","45 to 49","2027","2027",13516,,
"ISL","Iceland","M","Men","45_49","45 to 49","2028","2028",13822,,
"ISL","Iceland","M","Men","45_49","45 to 49","2029","2029",13937,,
"ISL","Iceland","M","Men","45_49","45 to 49","2030","2030",13837,,
"ISL","Iceland","T","Total","45_49","45 to 49","2021","2021",23619,,
"ISL","Iceland","T","Total","45_49","45 to 49","2022","2022",23709,,
"ISL","Iceland","T","Total","45_49","45 to 49","2023","2023",23631,,
"ISL","Iceland","T","Total","45_49","45 to 49","2024","2024",24034,,
"ISL","Iceland","T","Total","45_49","45 to 49","2025","2025",24714,,
"ISL","Iceland","T","Total","45_49","45 to 49","2026","2026",25178,,
"ISL","Iceland","T","Total","45_49","45 to 49","2027","2027",25593,,
"ISL","Iceland","T","Total","45_49","45 to 49","2028","2028",26029,,
"ISL","Iceland","T","Total","45_49","45 to 49","2029","2029",26167,,
"ISL","Iceland","T","Total","45_49","45 to 49","2030","2030",25968,,
"IRL","Ireland","W","Women","45_49","45 to 49","2021","2021",184155,,
"IRL","Ireland","W","Women","45_49","45 to 49","2022","2022",187518,,
"IRL","Ireland","W","Women","45_49","45 to 49","2023","2023",191368,,
"IRL","Ireland","W","Women","45_49","45 to 49","2024","2024",196454,,
"IRL","Ireland","W","Women","45_49","45 to 49","2025","2025",202323,,
"IRL","Ireland","W","Women","45_49","45 to 49","2026","2026",207564,,
"IRL","Ireland","W","Women","45_49","45 to 49","2027","2027",211328,,
"IRL","Ireland","W","Women","45_49","45 to 49","2028","2028",213098,,
"IRL","Ireland","W","Women","45_49","45 to 49","2029","2029",211740,,
"IRL","Ireland","W","Women","45_49","45 to 49","2030","2030",208169,,
"IRL","Ireland","M","Men","45_49","45 to 49","2021","2021",181003,,
"IRL","Ireland","M","Men","45_49","45 to 49","2022","2022",183774,,
"IRL","Ireland","M","Men","45_49","45 to 49","2023","2023",186476,,
"IRL","Ireland","M","Men","45_49","45 to 49","2024","2024",190132,,
"IRL","Ireland","M","Men","45_49","45 to 49","2025","2025",194516,,
"IRL","Ireland","M","Men","45_49","45 to 49","2026","2026",197911,,
"IRL","Ireland","M","Men","45_49","45 to 49","2027","2027",199505,,
"IRL","Ireland","M","Men","45_49","45 to 49","2028","2028",199389,,
"IRL","Ireland","M","Men","45_49","45 to 49","2029","2029",196848,,
"IRL","Ireland","M","Men","45_49","45 to 49","2030","2030",192440,,
"IRL","Ireland","T","Total","45_49","45 to 49","2021","2021",365158,,
"IRL","Ireland","T","Total","45_49","45 to 49","2022","2022",371292,,
"IRL","Ireland","T","Total","45_49","45 to 49","2023","2023",377844,,
"IRL","Ireland","T","Total","45_49","45 to 49","2024","2024",386586,,
"IRL","Ireland","T","Total","45_49","45 to 49","2025","2025",396839,,
"IRL","Ireland","T","Total","45_49","45 to 49","2026","2026",405475,,
"IRL","Ireland","T","Total","45_49","45 to 49","2027","2027",410833,,
"IRL","Ireland","T","Total","45_49","45 to 49","2028","2028",412487,,
"IRL","Ireland","T","Total","45_49","45 to 49","2029","2029",408588,,
"IRL","Ireland","T","Total","45_49","45 to 49","2030","2030",400609,,
"ITA","Italy","W","Women","45_49","45 to 49","2021","2021",2372662,,
"ITA","Italy","W","Women","45_49","45 to 49","2022","2022",2321937,,
"ITA","Italy","W","Women","45_49","45 to 49","2023","2023",2261413,,
"ITA","Italy","W","Women","45_49","45 to 49","2024","2024",2186264,,
"ITA","Italy","W","Women","45_49","45 to 49","2025","2025",2103997,,
"ITA","Italy","W","Women","45_49","45 to 49","2026","2026",2031647,,
"ITA","Italy","W","Women","45_49","45 to 49","2027","2027",1973539,,
"ITA","Italy","W","Women","45_49","45 to 49","2028","2028",1923885,,
"ITA","Italy","W","Women","45_49","45 to 49","2029","2029",1882278,,
"ITA","Italy","W","Women","45_49","45 to 49","2030","2030",1851295,,
"ITA","Italy","M","Men","45_49","45 to 49","2021","2021",2336748,,
"ITA","Italy","M","Men","45_49","45 to 49","2022","2022",2288944,,
"ITA","Italy","M","Men","45_49","45 to 49","2023","2023",2231787,,
"ITA","Italy","M","Men","45_49","45 to 49","2024","2024",2160694,,
"ITA","Italy","M","Men","45_49","45 to 49","2025","2025",2083096,,
"ITA","Italy","M","Men","45_49","45 to 49","2026","2026",2015227,,
"ITA","Italy","M","Men","45_49","45 to 49","2027","2027",1960649,,
"ITA","Italy","M","Men","45_49","45 to 49","2028","2028",1915371,,
"ITA","Italy","M","Men","45_49","45 to 49","2029","2029",1878737,,
"ITA","Italy","M","Men","45_49","45 to 49","2030","2030",1852372,,
"ITA","Italy","T","Total","45_49","45 to 49","2021","2021",4709410,,
"ITA","Italy","T","Total","45_49","45 to 49","2022","2022",4610881,,
"ITA","Italy","T","Total","45_49","45 to 49","2023","2023",4493200,,
"ITA","Italy","T","Total","45_49","45 to 49","2024","2024",4346958,,
"ITA","Italy","T","Total","45_49","45 to 49","2025","2025",4187093,,
"ITA","Italy","T","Total","45_49","45 to 49","2026","2026",4046874,,
"ITA","Italy","T","Total","45_49","45 to 49","2027","2027",3934188,,
"ITA","Italy","T","Total","45_49","45 to 49","2028","2028",3839256,,
"ITA","Italy","T","Total","45_49","45 to 49","2029","2029",3761015,,
"ITA","Italy","T","Total","45_49","45 to 49","2030","2030",3703667,,
"JPN","Japan","W","Women","45_49","45 to 49","2021","2021",4773058,,
"JPN","Japan","W","Women","45_49","45 to 49","2022","2022",4639959,,
"JPN","Japan","W","Women","45_49","45 to 49","2023","2023",4465825,,
"JPN","Japan","W","Women","45_49","45 to 49","2024","2024",4280888,,
"JPN","Japan","W","Women","45_49","45 to 49","2025","2025",4126531,,
"JPN","Japan","W","Women","45_49","45 to 49","2026","2026",3979192,,
"JPN","Japan","W","Women","45_49","45 to 49","2027","2027",3865775,,
"JPN","Japan","W","Women","45_49","45 to 49","2028","2028",3771367,,
"JPN","Japan","W","Women","45_49","45 to 49","2029","2029",3698364,,
"JPN","Japan","W","Women","45_49","45 to 49","2030","2030",3621612,,
"JPN","Japan","M","Men","45_49","45 to 49","2021","2021",4875747,,
"JPN","Japan","M","Men","45_49","45 to 49","2022","2022",4737584,,
"JPN","Japan","M","Men","45_49","45 to 49","2023","2023",4560924,,
"JPN","Japan","M","Men","45_49","45 to 49","2024","2024",4367527,,
"JPN","Japan","M","Men","45_49","45 to 49","2025","2025",4207034,,
"JPN","Japan","M","Men","45_49","45 to 49","2026","2026",4054342,,
"JPN","Japan","M","Men","45_49","45 to 49","2027","2027",3934210,,
"JPN","Japan","M","Men","45_49","45 to 49","2028","2028",3837621,,
"JPN","Japan","M","Men","45_49","45 to 49","2029","2029",3761317,,
"JPN","Japan","M","Men","45_49","45 to 49","2030","2030",3684797,,
"JPN","Japan","T","Total","45_49","45 to 49","2021","2021",9648805,,
"JPN","Japan","T","Total","45_49","45 to 49","2022","2022",9377541,,
"JPN","Japan","T","Total","45_49","45 to 49","2023","2023",9026749,,
"JPN","Japan","T","Total","45_49","45 to 49","2024","2024",8648416,,
"JPN","Japan","T","Total","45_49","45 to 49","2025","2025",8333566,,
"JPN","Japan","T","Total","45_49","45 to 49","2026","2026",8033533,,
"JPN","Japan","T","Total","45_49","45 to 49","2027","2027",7799985,,
"JPN","Japan","T","Total","45_49","45 to 49","2028","2028",7608989,,
"JPN","Japan","T","Total","45_49","45 to 49","2029","2029",7459682,,
"JPN","Japan","T","Total","45_49","45 to 49","2030","2030",7306409,,
"KOR","Korea","W","Women","45_49","45 to 49","2021","2021",2074336,,
"KOR","Korea","W","Women","45_49","45 to 49","2022","2022",1998180,,
"KOR","Korea","W","Women","45_49","45 to 49","2023","2023",1929560,,
"KOR","Korea","W","Women","45_49","45 to 49","2024","2024",1875630,,
"KOR","Korea","W","Women","45_49","45 to 49","2025","2025",1891398,,
"KOR","Korea","W","Women","45_49","45 to 49","2026","2026",1925614,,
"KOR","Korea","W","Women","45_49","45 to 49","2027","2027",1973087,,
"KOR","Korea","W","Women","45_49","45 to 49","2028","2028",1985558,,
"KOR","Korea","W","Women","45_49","45 to 49","2029","2029",1957173,,
"KOR","Korea","W","Women","45_49","45 to 49","2030","2030",1867588,,
"KOR","Korea","M","Men","45_49","45 to 49","2021","2021",2136552,,
